Date,company,High,Low,Open,Close,Volume,Adj Close
2017-11-13,CVS,74.0,70.29000091552734,71.18000030517578,71.4800033569336,9874900.0,63.17362976074219
2017-11-14,CVS,71.44000244140625,69.91000366210938,71.1500015258789,70.44000244140625,5964000.0,62.25448226928711
2017-11-15,CVS,70.37999725341797,69.4000015258789,70.0,69.80000305175781,5333900.0,61.68883895874024
2017-11-16,CVS,71.05000305175781,69.55000305175781,70.0999984741211,70.26000213623047,6447600.0,62.09539413452149
2017-11-17,CVS,71.02999877929688,70.0,70.25,70.68000030517578,5382200.0,62.46657943725586
2017-11-20,CVS,71.0,69.7699966430664,70.58000183105469,70.37999725341797,8490300.0,62.201446533203125
2017-11-21,CVS,71.62999725341797,70.52999877929688,70.68000030517578,71.5,9609100.0,63.19129943847656
2017-11-22,CVS,72.06999969482422,71.19999694824219,71.38999938964844,71.4800033569336,5315400.0,63.17362976074219
2017-11-24,CVS,71.93000030517578,70.5,71.88999938964844,70.55000305175781,2992900.0,62.351688385009766
2017-11-27,CVS,70.94000244140625,70.20999908447266,70.62000274658203,70.4000015258789,6146300.0,62.2191276550293
2017-11-28,CVS,72.70999908447266,70.0,70.63999938964844,72.69999694824219,8348500.0,64.25184631347656
2017-11-29,CVS,74.68000030517578,72.75,72.76000213623047,73.4000015258789,7329900.0,64.87051391601562
2017-11-30,CVS,77.79000091552734,73.55000305175781,73.69000244140625,76.5999984741211,20281300.0,67.69863891601562
2017-12-01,CVS,76.58999633789062,73.62999725341797,75.62000274658203,75.12000274658203,10586500.0,66.39064025878906
2017-12-04,CVS,73.27999877929688,70.19000244140625,72.94999694824219,71.69000244140625,40464600.0,63.359222412109375
2017-12-05,CVS,72.1500015258789,70.5,71.91999816894531,71.01000213623047,15424000.0,62.75823974609375
2017-12-06,CVS,71.56999969482422,70.19999694824219,70.62000274658203,71.37999725341797,12371700.0,63.08523941040039
2017-12-07,CVS,71.33000183105469,69.5199966430664,71.12999725341797,71.08999633789062,12365800.0,62.82894515991211
2017-12-08,CVS,73.80000305175781,70.88999938964844,73.08999633789062,73.08999633789062,12510500.0,64.5965347290039
2017-12-11,CVS,73.5999984741211,72.55999755859375,72.91000366210938,73.08000183105469,6687000.0,64.58769989013672
2017-12-12,CVS,73.19000244140625,72.16999816894531,72.8499984741211,72.8499984741211,8233100.0,64.38442993164062
2017-12-13,CVS,72.9000015258789,71.0,72.7699966430664,71.62000274658203,9940400.0,63.2973747253418
2017-12-14,CVS,71.88999938964844,70.47000122070312,71.62999725341797,70.80000305175781,8214300.0,62.5726432800293
2017-12-15,CVS,73.68000030517578,70.76000213623047,71.33000183105469,73.08000183105469,14334100.0,64.58769989013672
2017-12-18,CVS,73.38999938964844,71.6500015258789,73.16999816894531,71.66999816894531,12709300.0,63.3415412902832
2017-12-19,CVS,72.9800033569336,71.5999984741211,71.6500015258789,72.30999755859375,11825600.0,63.90715789794922
2017-12-20,CVS,74.18000030517578,72.61000061035156,72.6500015258789,73.55999755859375,10571600.0,65.01190185546875
2017-12-21,CVS,75.87000274658203,73.38999938964844,73.51000213623047,74.63999938964844,10518500.0,65.96641540527344
2017-12-22,CVS,74.72000122070312,73.30000305175781,74.61000061035156,73.41000366210938,5282400.0,64.87934875488281
2017-12-26,CVS,74.0,72.76000213623047,73.5,73.68000030517578,4801700.0,65.11797332763672
2017-12-27,CVS,73.9000015258789,72.6500015258789,73.80999755859375,72.76000213623047,5248600.0,64.30489349365234
2017-12-28,CVS,73.2300033569336,72.47000122070312,72.87000274658203,73.05000305175781,4196600.0,64.56119537353516
2017-12-29,CVS,73.0999984741211,72.44000244140625,72.95999908447266,72.5,4757500.0,64.07508850097656
2018-01-02,CVS,74.02999877929688,72.87000274658203,73.05999755859375,73.5199966430664,5878300.0,64.9765625
2018-01-03,CVS,73.9000015258789,73.05999755859375,73.7300033569336,73.19999694824219,6139500.0,64.69373321533203
2018-01-04,CVS,76.66999816894531,74.68000030517578,75.19000244140625,75.12999725341797,13715500.0,66.39947509765625
2018-01-05,CVS,78.55999755859375,76.13999938964844,76.30999755859375,78.44999694824219,15338100.0,69.33367919921875
2018-01-08,CVS,78.77999877929688,77.1500015258789,78.31999969482422,77.7699966430664,9589200.0,68.7326889038086
2018-01-09,CVS,78.33000183105469,77.44000244140625,77.9800033569336,77.69000244140625,7778400.0,68.6619873046875
2018-01-10,CVS,77.62999725341797,76.5999984741211,77.16000366210938,77.44000244140625,8772200.0,68.4410400390625
2018-01-11,CVS,79.05999755859375,77.68000030517578,78.01000213623047,79.0199966430664,7158200.0,69.83740997314453
2018-01-12,CVS,79.68000030517578,78.51000213623047,78.91999816894531,78.77999877929688,7098200.0,69.62533569335938
2018-01-16,CVS,80.1500015258789,78.83000183105469,78.83000183105469,79.44000244140625,8437300.0,70.20862579345703
2018-01-17,CVS,79.97000122070312,78.93000030517578,79.5999984741211,79.5,7448700.0,70.26166534423828
2018-01-18,CVS,80.69000244140625,79.26000213623047,79.91999816894531,79.3499984741211,8065800.0,70.12908172607422
2018-01-19,CVS,80.04000091552734,79.11000061035156,79.58000183105469,79.86000061035156,7963600.0,70.57982635498047
2018-01-22,CVS,80.9800033569336,79.93000030517578,80.08999633789062,80.94999694824219,7016200.0,71.54315185546875
2018-01-23,CVS,80.69999694824219,79.69999694824219,80.4800033569336,80.44000244140625,5780600.0,71.53426361083984
2018-01-24,CVS,81.19000244140625,80.3499984741211,80.76000213623047,80.91999816894531,7308500.0,71.96112823486328
2018-01-25,CVS,81.98999786376953,80.76000213623047,81.30000305175781,81.58000183105469,6357400.0,72.54804992675781
2018-01-26,CVS,82.01000213623047,80.91999816894531,81.63999938964844,82.01000213623047,5883300.0,72.9304428100586
2018-01-29,CVS,83.87999725341797,81.75,82.0,83.62999725341797,8372900.0,74.37108612060547
2018-01-30,CVS,80.94000244140625,78.18000030517578,78.48999786376953,80.19000244140625,16517900.0,71.31194305419922
2018-01-31,CVS,81.2699966430664,78.04000091552734,80.5999984741211,78.69000244140625,12472400.0,69.97801971435547
2018-02-01,CVS,79.19999694824219,77.5999984741211,78.30000305175781,78.79000091552734,9150000.0,70.06694793701172
2018-02-02,CVS,78.54000091552734,75.58000183105469,78.36000061035156,76.44999694824219,10395600.0,67.98600769042969
2018-02-05,CVS,76.4000015258789,73.29000091552734,75.30999755859375,73.31999969482422,12199500.0,65.20252990722656
2018-02-06,CVS,74.6500015258789,71.7699966430664,72.5,74.0199966430664,11241200.0,65.82502746582031
2018-02-07,CVS,75.55999755859375,73.56999969482422,73.83999633789062,74.3499984741211,9611100.0,66.11848449707031
2018-02-08,CVS,75.33999633789062,70.5,74.0,70.55000305175781,11725200.0,62.73921203613281
2018-02-09,CVS,71.3499984741211,67.30999755859375,71.01000213623047,69.38999938964844,16718500.0,61.7076416015625
2018-02-12,CVS,70.63999938964844,69.5,70.08999633789062,69.87000274658203,8943800.0,62.13449478149414
2018-02-13,CVS,71.22000122070312,69.5999984741211,69.70999908447266,70.11000061035156,8796200.0,62.347930908203125
2018-02-14,CVS,70.22000122070312,69.55999755859375,69.66000366210938,69.79000091552734,6577000.0,62.06334686279297
2018-02-15,CVS,70.94000244140625,69.08999633789062,70.58999633789062,70.48999786376953,6770200.0,62.68585586547852
2018-02-16,CVS,72.20999908447266,70.31999969482422,70.37000274658203,71.9000015258789,6469900.0,63.939754486083984
2018-02-20,CVS,71.44999694824219,69.7300033569336,71.25,70.66000366210938,6415200.0,62.837032318115234
2018-02-21,CVS,70.9000015258789,68.72000122070312,70.58999633789062,68.76000213623047,10624800.0,61.14738464355469
2018-02-22,CVS,69.13999938964844,67.55999755859375,68.95999908447266,68.0,10061500.0,60.47153472900391
2018-02-23,CVS,68.77999877929688,67.43000030517578,68.51000213623047,68.16000366210938,5804800.0,60.61382293701172
2018-02-26,CVS,68.47000122070312,67.56999969482422,68.19999694824219,68.2300033569336,7837600.0,60.67607498168945
2018-02-27,CVS,69.66000366210938,68.12000274658203,69.30000305175781,68.25,7391900.0,60.69385528564453
2018-02-28,CVS,68.69000244140625,67.61000061035156,68.37000274658203,67.7300033569336,10799800.0,60.231422424316406
2018-03-01,CVS,68.52999877929688,66.76000213623047,67.69999694824219,67.1500015258789,9556400.0,59.71563720703125
2018-03-02,CVS,67.61000061035156,66.62999725341797,67.11000061035156,67.45999908447266,10613900.0,59.99131393432617
